CUT TO,UNKNOWN ALLEY ARYA sets down a lit candle and brandishes Needle
MACE,My lord
JAIME,My lord
MACE,"My friends, the hour has come"
HIGH SPARROW,"Rich or poor, noble or common, if we win, we must atone"
CAPTAIN,"Company, halt! Face front! Turn! The soldiers form up and turn to face the steps"
HIGH SPARROW,Lord Tyrell
HIGH SPARROW,Ser Jaime
JAIME,Sorry to interrupt
HIGH SPARROW,I don’t have the authority to give them to you
CAPTAIN,Lock spears! The soldiers grunt and point their spears towards the Faith Militant
JAIME,"I speak for King Tommen of House Baratheon, First of His Name"
HIGH SPARROW,The gods don’t recognize his authority in this matter
JAIME,You already insulted one great house
HIGH SPARROW,To die in the service of the gods would please each and every one of us
CAPTAIN,Order up! The soldiers return to a relaxed position
HIGH SPARROW,Queen Margaery has already atoned for her sins by bringing another into the true light of the Seven
HIGH SPARROW,Together we announce a new age of harmony
WOMAN,"Long live King Tommen and bless you, Queen Margaery! TOMMEN looks at JAIME"
TOMMEN,The crown and the faith are the twin pillars upon which the world rests
CUT TO,RED KEEP - THRONE ROOM The room is lined with soldiers on either side
TOMMEN,"When you attack the Faith, you attack the Crown"
JAIME,I’ve been a member of the Kingsguard since before you were born
TOMMEN,I have to answer to the gods
JAIME,Not when you’re sitting in that chair
TOMMEN,The Crown’s decision on this matter is final
JAIME,Will I be walking naked in the streets? Or will I spend a few months in the sept dungeons first to teach me about the gods’ mercy? TOMMEN and KEVAN look at each other
TOMMEN,You have served your house and your king faithfully for many years
WALDER,"It’s a castle, not a bloody sheep"
LOTHAR,He surprised us
WALDER,You did lose the Blackfish after the Red Wedding
BLACK WALDER,We don’t have the men
WALDER,We’ve got 10 times as many men as the damn Blackfish
BLACK WALDER,The Mallisters have risen against us
LOTHAR,"The Brotherhood Without Banners is rallying the commoners against us, raiding our supply trains and camps"
BLACK WALDER,Riverrun can withstand a siege for a year
WALDER,"If I want excuses, I’ll put her in charge"
WALDER,"I hear it in my sleep! I’m not dead yet, unfortunately for you"
LOTHAR,"He’ll never yield, Father"
WALDER,"Oh, he’ll yield"
WALDER,"You’ll show him the knife you used to kill Robb Stark’s child in his whore mother’s belly, and you’ll show him the knife you used to open his niece’s throat"
WALDER,"Cheer up, Lord Edmure"
JAIME,I’m being sent to deal with the Blackfish
CERSEI,BEtter you’re elsewhere at the head of an army than in the sept dungeons
JAIME,I’m not going to the Riverlands
CERSEI,You can’t
JAIME,He has our son! He stole our son! He’s torn our family apart
How should we treat people who tear us apart? CERSEI,We should treat them without mercy and we will
JAIME,You’ll stand trial soon
CERSEI,It will be a trial by combat
CERSEI,They have no idea how strong we are
CERSEI,We’ve always been together
MEERA,Why did you help us? The rider looks at MEERA from behind his face mask
RIDER,The Three-Eyed Raven sent for me
MEERA,The Three-Eyed Raven’s dead
RIDER,Now he lives again
RIDER (to BRAN),"When I last saw you, you were a boy"
BRAN,Who are you? The rider removes his hood and face mask
BRAN,Uncle Benjen
BENJEN,I led a ranging party deep into the North to find White Walkers
BRAN,Dragonglass
BENJEN,You are the Three-Eyed Raven now
BRAN,I didn’t have time to learn
BENJEN,You must learn to control it before the Night King comes
BENJEN,Drink
BENJEN,"One way or another, he will find his way to the world of men"
DAENERYS,Nobody yet
DAARIO,So we ride for Meereen and after that we sail for Westeros
What then? DAENERYS,I take what is mine
DAARIO,You weren’t made to sit on a chair in a palance
DAENERYS stares beyond the mountain crag DAENERYS,Wait here
DAARIO (speaking Dothraki),I’m going after her
DAENERYS (speaking Dothraki),Every khal who ever lived chose three blood riders to fight beside him and guard his way
DAENERYS (speaking Dothraki),I will ask more of you than any khal has ever asked of his khalassar! Will you ride the wooden horses across the black salt sea? The Dothraki cheer
DAENERYS,Will you kill my enemies in their iron suits and tear down their stone houses? The Dothraki cheer
DAENERYS,"Will you give me the Seven Kingdoms, the gift Khal Drogo promised me before the Mother of Mountains? The Dothraki cheer"
DAENERYS,Are you with me? The Dothraki continue to cheer
DAENERYS,Now and always? DROGON spreads his wings and roars
